4su_labelling,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Method,Molecule,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
30min 4sU,SRR8724259,RNA-Seq,302,1080233766,PRJNA526921,SAMN11122021,440569694,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517466,GSM3670033,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670033,Jurkat,SRP188374
30min 4sU,SRR8724260,RNA-Seq,302,956983942,PRJNA526921,SAMN11122020,393283754,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517467,GSM3670034,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670034,Jurkat,SRP188374
30min 4sU,SRR8724261,RNA-Seq,302,980409780,PRJNA526921,SAMN11122019,400835472,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517468,GSM3670035,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670035,Jurkat,SRP188374
no 4sU labelling,SRR8724262,RNA-Seq,302,893570284,PRJNA526921,SAMN11122018,364578262,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517469,GSM3670038,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670038,Jurkat,SRP188374
30min 4sU,SRR8724263,RNA-Seq,302,966758172,PRJNA526921,SAMN11122017,395104286,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517470,GSM3670040,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670040,Jurkat,SRP188374
30min 4sU,SRR8724264,RNA-Seq,302,859708232,PRJNA526921,SAMN11122016,352351575,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517471,GSM3670043,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670043,Jurkat,SRP188374
30min 4sU,SRR8724265,RNA-Seq,302,762185184,PRJNA526921,SAMN11122015,312523801,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517472,GSM3670046,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670046,Jurkat,SRP188374
30min 4sU,SRR8724266,RNA-Seq,302,887408880,PRJNA526921,SAMN11122014,362060314,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517473,GSM3670048,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670048,Jurkat,SRP188374
30min 4sU,SRR8724267,RNA-Seq,302,986870466,PRJNA526921,SAMN11122013,402520094,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517474,GSM3670051,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670051,Jurkat,SRP188374
30min 4sU,SRR8724268,RNA-Seq,302,871350332,PRJNA526921,SAMN11122012,357007454,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517475,GSM3670053,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670053,Jurkat,SRP188374
30min 4sU,SRR8724269,RNA-Seq,302,1125827310,PRJNA526921,SAMN11122011,459105998,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517476,GSM3670056,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670056,Jurkat,SRP188374
no 4sU labelling,SRR8724270,RNA-Seq,302,941392890,PRJNA526921,SAMN11122010,388139560,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517477,GSM3670059,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670059,Jurkat,SRP188374
30min 4sU,SRR8724271,RNA-Seq,302,975836594,PRJNA526921,SAMN11122009,401100106,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517478,GSM3670061,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670061,Jurkat,SRP188374
30min 4sU,SRR8724272,RNA-Seq,302,949042852,PRJNA526921,SAMN11122008,388736207,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517479,GSM3670064,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670064,Jurkat,SRP188374
30min 4sU,SRR8724273,RNA-Seq,302,848446350,PRJNA526921,SAMN11122007,350448351,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517480,GSM3670067,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670067,Jurkat,SRP188374
no 4sU labelling,SRR8724274,RNA-Seq,302,1034694280,PRJNA526921,SAMN11122006,426053301,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517481,GSM3670068,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670068,Jurkat,SRP188374
30min 4sU,SRR8724275,RNA-Seq,302,966770554,PRJNA526921,SAMN11122005,396469651,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517482,GSM3670069,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670069,Jurkat,SRP188374
30min 4sU,SRR8724276,RNA-Seq,302,813927750,PRJNA526921,SAMN11122004,336219602,GEO,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517483,GSM3670070,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670070,Jurkat,SRP188374
30min 4sU,SRR8724277,RNA-Seq,302,834525660,PRJNA526921,SAMN11122003,356437309,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517484,GSM3670071,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670071,Jurkat,SRP188374
30min 4sU,SRR8724278,RNA-Seq,302,957240038,PRJNA526921,SAMN11122002,394051053,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517485,GSM3670072,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670072,Jurkat,SRP188374
30min 4sU,SRR8724279,RNA-Seq,302,1012726196,PRJNA526921,SAMN11122053,415961492,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517486,GSM3670073,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670073,Jurkat,SRP188374
30min 4sU,SRR8724280,RNA-Seq,302,990543088,PRJNA526921,SAMN11122052,406889653,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517487,GSM3670074,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670074,Jurkat,SRP188374
30min 4sU,SRR8724281,RNA-Seq,302,962544970,PRJNA526921,SAMN11122051,392649639,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517488,GSM3670075,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670075,Jurkat,SRP188374
no 4sU labelling,SRR8724282,RNA-Seq,302,880839474,PRJNA526921,SAMN11122050,364456441,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517489,GSM3670076,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670076,Jurkat,SRP188374
30min 4sU,SRR8724283,RNA-Seq,302,911027696,PRJNA526921,SAMN11121859,374515996,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517490,GSM3670077,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670077,Jurkat,SRP188374
30min 4sU,SRR8724284,RNA-Seq,302,978337154,PRJNA526921,SAMN11121858,402423614,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX5517491,GSM3670078,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670078,Jurkat,SRP188374
30min 4sU,SRR8724285,RNA-Seq,302,874834808,PRJNA526921,SAMN11121857,358939063,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517492,GSM3670079,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670079,Jurkat,SRP188374
no 4sU labelling,SRR8724286,RNA-Seq,302,1064288166,PRJNA526921,SAMN11121856,436176161,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517493,GSM3670080,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670080,Jurkat,SRP188374
30min 4sU,SRR8724287,RNA-Seq,302,1088621514,PRJNA526921,SAMN11121855,446156293,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517494,GSM3670081,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670081,Jurkat,SRP188374
30min 4sU,SRR8724288,RNA-Seq,302,980778220,PRJNA526921,SAMN11121854,401341040,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5517495,GSM3670082,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670082,Jurkat,SRP188374
30min 4sU,SRR8724289,RNA-Seq,302,876329406,PRJNA526921,SAMN11121853,376821805,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517496,GSM3670083,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670083,Jurkat,SRP188374
30min 4sU,SRR8724290,RNA-Seq,302,851643020,PRJNA526921,SAMN11121852,350222096,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517497,GSM3670084,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670084,Jurkat,SRP188374
30min 4sU,SRR8724291,RNA-Seq,302,792096774,PRJNA526921,SAMN11121851,325936075,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517498,GSM3670085,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670085,Jurkat,SRP188374
30min 4sU,SRR8724292,RNA-Seq,302,992078758,PRJNA526921,SAMN11121850,407263350,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517499,GSM3670086,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670086,Jurkat,SRP188374
30min 4sU,SRR8724293,RNA-Seq,302,1028004980,PRJNA526921,SAMN11121849,420323449,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517500,GSM3670087,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670087,Jurkat,SRP188374
no 4sU labelling,SRR8724294,RNA-Seq,302,631835944,PRJNA526921,SAMN11121848,258349668,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX5517501,GSM3670088,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670088,Jurkat,SRP188374
30min 4sU,SRR8724295,RNA-Seq,302,1076904216,PRJNA526921,SAMN11121847,437170240,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517502,GSM3670089,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670089,Jurkat,SRP188374
30min 4sU,SRR8724296,RNA-Seq,302,1068314430,PRJNA526921,SAMN11121909,435351315,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517503,GSM3670090,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670090,Jurkat,SRP188374
30min 4sU,SRR8724297,RNA-Seq,302,999562922,PRJNA526921,SAMN11121908,408286514,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517504,GSM3670091,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670091,Jurkat,SRP188374
no 4sU labelling,SRR8724298,RNA-Seq,302,1045969450,PRJNA526921,SAMN11121907,425515739,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517505,GSM3670092,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670092,Jurkat,SRP188374
30min 4sU,SRR8724299,RNA-Seq,302,975689822,PRJNA526921,SAMN11121906,396693723,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517506,GSM3670093,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670093,Jurkat,SRP188374
30min 4sU,SRR8724300,RNA-Seq,302,940016374,PRJNA526921,SAMN11121905,383163129,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517507,GSM3670094,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670094,Jurkat,SRP188374
30min 4sU,SRR8724301,RNA-Seq,302,870340746,PRJNA526921,SAMN11121904,356267530,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517508,GSM3670095,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670095,Jurkat,SRP188374
30min 4sU,SRR8724302,RNA-Seq,302,928104286,PRJNA526921,SAMN11121903,380344753,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX5517509,GSM3670096,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670096,Jurkat,SRP188374
30min 4sU,SRR8724303,RNA-Seq,302,959738484,PRJNA526921,SAMN11121902,389557772,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517510,GSM3670097,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670097,Jurkat,SRP188374
30min 4sU,SRR8724304,RNA-Seq,302,894384778,PRJNA526921,SAMN11121901,366595516,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517511,GSM3670098,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670098,Jurkat,SRP188374
30min 4sU,SRR8724305,RNA-Seq,302,950358364,PRJNA526921,SAMN11121900,387207890,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX5517512,GSM3670099,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670099,Jurkat,SRP188374
no 4sU labelling,SRR8724306,RNA-Seq,302,761582392,PRJNA526921,SAMN11121899,313589052,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517513,GSM3670100,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670100,Jurkat,SRP188374
Negative control,SRR8724307,RNA-Seq,302,542106308,PRJNA526921,SAMN11121898,225669299,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517514,GSM3670101,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670101,Negative control,SRP188374
30min 4sU,SRR8724308,RNA-Seq,302,716988166,PRJNA526921,SAMN11121897,292121799,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517515,GSM3670102,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670102,Jurkat,SRP188374
30min 4sU,SRR8724309,RNA-Seq,302,40683628,PRJNA526921,SAMN11121896,16572095,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517516,GSM3670103,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670103,Jurkat,SRP188374
no 4sU labelling,SRR8724310,RNA-Seq,302,900835196,PRJNA526921,SAMN11121895,368925489,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX5517517,GSM3670104,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670104,Jurkat,SRP188374
Negative control,SRR8724311,RNA-Seq,302,555669430,PRJNA526921,SAMN11121894,227523180,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX5517518,GSM3670105,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670105,Negative control,SRP188374
30min 4sU,SRR8724312,RNA-Seq,302,685440642,PRJNA526921,SAMN11121893,282100909,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517519,GSM3670106,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670106,Jurkat,SRP188374
30min 4sU,SRR8724313,RNA-Seq,302,761878050,PRJNA526921,SAMN11120826,321968642,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX5517520,GSM3670107,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670107,Jurkat,SRP188374
30min 4sU,SRR8724314,RNA-Seq,302,953237934,PRJNA526921,SAMN11120825,393183779,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX5517521,GSM3670108,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670108,Jurkat,SRP188374
30min 4sU,SRR8724315,RNA-Seq,302,924443442,PRJNA526921,SAMN11120824,378747273,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX5517522,GSM3670109,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670109,Jurkat,SRP188374
30min 4sU,SRR8724316,RNA-Seq,302,583568794,PRJNA526921,SAMN11120823,239907980,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517523,GSM3670110,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670110,Jurkat,SRP188374
30min 4sU,SRR8724317,RNA-Seq,302,617835526,PRJNA526921,SAMN11120822,253903315,GEO,public,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517524,GSM3670111,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670111,Jurkat,SRP188374
no 4sU labelling,SRR8724318,RNA-Seq,302,671075710,PRJNA526921,SAMN11120821,274837851,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX5517525,GSM3670112,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670112,Jurkat,SRP188374
30min 4sU,SRR8724319,RNA-Seq,302,486337176,PRJNA526921,SAMN11121889,202437510,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX5517526,GSM3670113,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670113,Jurkat,SRP188374
30min 4sU,SRR8724320,RNA-Seq,302,388878454,PRJNA526921,SAMN11121888,158065215,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX5517527,GSM3670114,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670114,Jurkat,SRP188374
30min 4sU,SRR8724321,RNA-Seq,302,61100640,PRJNA526921,SAMN11121881,24846889,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX5517528,GSM3670115,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670115,Jurkat,SRP188374
no 4sU labelling,SRR8724322,RNA-Seq,302,502262844,PRJNA526921,SAMN11121880,214555464,GEO,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX5517529,GSM3670116,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670116,Jurkat,SRP188374
30min 4sU,SRR8724323,RNA-Seq,302,393775082,PRJNA526921,SAMN11121879,161686238,GEO,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX5517530,GSM3670117,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670117,Jurkat,SRP188374
30min 4sU,SRR8724324,RNA-Seq,302,249750074,PRJNA526921,SAMN11121878,102887135,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX5517531,GSM3670118,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670118,Jurkat,SRP188374
30min 4sU,SRR8724325,RNA-Seq,302,132024736,PRJNA526921,SAMN11121877,55876088,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX5517532,GSM3670119,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,NASC-seq,polyA RNA,Homo sapiens,ILLUMINA,2019-07-18T00:00:00Z,GSM3670119,Jurkat,SRP188374
